Product ID,Product Name,Category,Supplier ID,Supplier Name,Purchase Date,Purchase Price,Retail Price,Stock Level,Reorder Point,Lead Time (Days),Sales Volume,Sales Date,Sales Channel,Demand Forecast,Stockouts,Backorders,Warehouse Location,Expiration Date,Discounts Applied,Inventory Aging,Return Rate
9808,Relate,Home,196,Williams Group,2022-08-06,49.81,122.43,324,73,8,41,2025-01-25,Online,200,1,3,WH2,,10,7,1.75
7857,Push,Electronics,127,Lucas-Ross,2022-04-04,29.73,54.16,325,41,13,100,2025-02-09,Online,145,1,3,WH1,,16,80,0.92
6698,Effect,Home,124,Kelly-Anderson,2023-06-26,16.29,41.7,216,51,13,25,2025-01-16,Wholesale,179,0,3,WH3,,12,46,2.44
1164,Owner,Grocery,111,"Mitchell, Gutierrez and Garcia",2023-07-28,23.49,64.05,480,85,8,1,2025-02-20,Wholesale,141,1,1,WH1,2023-08-06,6,24,0.6
4232,Art,Grocery,190,Little-Pennington,2023-07-22,34.43,68.46,369,70,12,82,2025-01-30,Online,188,4,9,WH1,2021-12-12,23,4,3.02
4399,Collection,Clothing,104,"Lee, Hansen and Cabrera",2022-02-21,36.07,103.63,298,80,6,72,2025-01-14,Online,75,0,7,WH2,,14,35,1.18
8578,Image,Grocery,196,"Allen, Richardson and Bean",2020-05-15,39.61,71.04,384,15,7,78,2025-01-20,Online,193,0,0,WH1,2022-08-29,8,50,4.97
1211,East,Grocery,115,"Kelly, Blake and Mccarty",2023-09-09,44.17,81.35,355,36,12,91,2025-01-29,Wholesale,154,4,5,WH1,2022-04-04,9,28,0.31
1806,Student,Clothing,142,Gregory and Sons,2021-04-12,18.44,31.08,354,61,15,13,2025-01-24,In-store,97,5,6,WH1,,20,48,1.54
2695,Body,Toys,120,Thomas and Sons,2021-07-03,8.76,19.87,10,34,9,8,2025-02-08,In-store,163,2,4,WH2,,17,47,1.79
6283,Majority,Electronics,172,Brown-Myers,2021-01-19,42.74,115.21,328,46,9,60,2025-02-13,In-store,199,5,9,WH2,,13,70,0.51
3598,Thank,Books,134,Hopkins Ltd,2022-04-10,34.11,70.92,200,84,6,63,2025-01-18,Online,130,5,3,WH3,,5,83,2.94
5700,At,Grocery,180,Mitchell-Moore,2023-09-04,24.1,63.23,70,84,3,59,2025-02-14,Online,101,3,10,WH1,2024-07-02,5,87,3.1
8051,Since,Electronics,147,"Palmer, Wallace and Navarro",2020-06-17,30.91,89.17,356,33,3,47,2025-02-14,In-store,115,3,4,WH2,,2,73,1.19
9908,Financial,Clothing,161,Martinez-Cruz,2021-12-31,25.94,70.57,103,68,6,60,2025-01-21,In-store,82,1,2,WH1,,15,16,2.77
9640,Treat,Books,117,Mullen Ltd,2020-02-06,22.55,47.56,145,94,11,19,2025-01-18,Online,89,2,8,WH2,,7,44,0.55
4290,Several,Toys,168,"Phillips, Santana and Richmond",2022-10-16,47.08,73.81,445,86,10,3,2025-02-06,In-store,72,0,2,WH3,,5,72,2.14
6658,Country,Electronics,194,Tapia PLC,2022-07-28,32.75,91.81,182,31,3,7,2025-01-17,Online,130,1,4,WH1,,3,62,4.37
4179,Rather,Toys,150,"Lyons, Reid and Osborne",2023-08-10,49.33,95.13,371,29,3,16,2025-02-01,Wholesale,170,2,8,WH1,,19,59,2.44
7237,Behind,Clothing,154,Olson-Burton,2021-06-24,9.41,22.67,359,25,6,94,2025-02-14,Wholesale,64,2,10,WH1,,16,23,0.24
7849,Food,Grocery,184,Shaw-Key,2024-08-15,19.21,51.9,442,22,13,36,2025-02-02,In-store,169,1,5,WH1,2024-10-01,22,51,2.33
6327,Speech,Grocery,196,Rowe-Vasquez,2024-05-25,12.33,27.08,464,29,11,65,2025-02-18,Online,146,2,7,WH1,2022-06-30,17,62,2.68
1383,Cover,Toys,198,Jackson-Gonzales,2023-02-26,35.84,84.23,184,40,9,44,2025-02-01,Wholesale,129,5,9,WH1,,13,61,1.97
7597,Skill,Home,181,Lopez-Reid,2020-11-14,11.06,21.03,16,82,11,97,2025-02-13,In-store,156,5,9,WH3,,17,24,1.77
8899,Call,Toys,115,White and Sons,2021-08-26,10.16,20.25,296,11,14,61,2025-01-27,Online,135,3,9,WH3,,13,16,1.3
9328,Campaign,Grocery,185,Dillon Inc,2023-10-01,27.73,75.17,370,21,5,30,2025-02-06,In-store,157,0,4,WH2,2023-03-10,28,23,0.63
6642,Attention,Clothing,169,"Clay, Baldwin and Hamilton",2020-03-09,31.51,82.29,63,45,4,83,2025-02-18,In-store,96,0,9,WH1,,29,9,0.97
4478,Now,Electronics,181,Estes-Hughes,2024-05-09,33.6,58.94,484,17,13,6,2025-02-19,Online,120,1,4,WH1,,11,54,0.71
7513,Cause,Electronics,140,Todd PLC,2021-08-12,29.11,63.54,370,77,3,62,2025-01-26,In-store,89,2,8,WH3,,17,11,2.79
4396,Pattern,Clothing,178,"Gonzalez, Cooke and Moreno",2023-08-02,28.86,49.68,193,49,13,22,2025-02-16,Wholesale,198,4,4,WH3,,5,43,4.06
2397,Wrong,Clothing,149,Simpson-Trujillo,2024-06-29,45.15,93.67,86,67,10,22,2025-02-10,In-store,92,1,3,WH2,,27,13,0.41
9914,Everybody,Clothing,160,Petersen LLC,2023-08-16,7.19,13.0,415,56,8,90,2025-01-06,Wholesale,162,2,0,WH2,,15,17,1.63
7283,Determine,Home,145,Bennett-Evans,2020-08-13,32.01,80.04,103,27,13,94,2025-01-10,In-store,84,5,1,WH3,,21,6,2.41
3914,Open,Clothing,141,Manning Group,2021-12-21,27.49,43.49,386,93,15,30,2025-02-12,Wholesale,109,0,5,WH2,,4,76,0.62
6313,Open,Home,111,Carlson Inc,2020-06-27,12.15,22.71,229,59,12,10,2025-01-31,Online,95,5,0,WH2,,15,15,2.84
6300,Mouth,Home,124,Smith Inc,2025-01-26,15.04,35.2,323,23,3,80,2025-02-15,In-store,177,2,9,WH1,,17,13,4.24
2010,War,Home,185,Rice-Mitchell,2024-08-10,13.81,35.98,393,19,6,43,2025-02-21,Wholesale,61,4,10,WH2,,11,45,0.25
1315,Beyond,Books,190,Munoz Group,2020-04-08,46.73,137.59,273,50,5,87,2025-01-15,Wholesale,127,4,0,WH1,,27,76,1.26
4596,None,Electronics,153,Williams-Cole,2021-09-11,42.41,113.86,263,96,6,11,2025-01-13,Online,175,4,6,WH3,,20,13,4.23
4268,Why,Electronics,183,Diaz Inc,2025-02-14,35.29,73.41,93,71,6,6,2025-02-20,Wholesale,75,1,8,WH2,,25,87,4.69
8643,Tax,Electronics,156,Smith-Hicks,2023-08-05,22.18,62.05,431,96,6,61,2025-02-13,Wholesale,177,5,3,WH1,,2,34,4.64
6158,Collection,Toys,150,Sparks Group,2020-01-01,39.99,113.92,254,56,8,65,2025-01-19,Wholesale,94,3,0,WH2,,8,6,4.63
6416,Production,Grocery,158,Kennedy-Palmer,2021-03-19,30.36,56.55,271,97,9,81,2025-01-05,Wholesale,133,3,2,WH2,2023-10-12,24,44,0.79
6648,Price,Home,106,Hogan-Bishop,2023-10-18,19.18,41.87,481,16,11,6,2025-01-27,Online,126,4,1,WH1,,9,5,1.15
5862,Discussion,Clothing,180,Evans-Knox,2022-11-21,44.99,79.42,58,92,6,2,2025-01-19,Online,146,2,9,WH3,,28,11,1.59
2343,Require,Books,148,Robertson Inc,2022-02-10,49.31,93.85,297,58,12,64,2025-01-14,In-store,94,1,5,WH3,,12,31,1.03
1877,Pick,Books,145,"Mathis, Berry and Williams",2021-05-13,24.62,72.29,283,28,6,60,2025-01-19,In-store,188,5,3,WH2,,11,16,3.23
1143,Hard,Electronics,103,Herrera PLC,2024-05-17,46.4,106.73,376,65,13,31,2025-01-14,Online,105,0,8,WH2,,5,79,0.09
2231,Pull,Clothing,123,Brooks-Freeman,2023-10-15,15.21,30.12,185,37,12,79,2025-02-03,In-store,152,1,4,WH1,,14,6,4.33
7596,Person,Toys,126,Young and Sons,2024-08-23,43.32,120.14,424,80,12,25,2025-01-19,Wholesale,144,3,9,WH3,,7,43,0.25
5898,Single,Grocery,146,Martin-Gomez,2022-03-22,31.17,84.78,394,11,12,18,2025-01-01,Wholesale,149,5,8,WH2,2021-07-13,1,60,2.61
7605,Piece,Clothing,132,"Young, Lopez and Humphrey",2022-08-26,9.9,29.25,454,35,10,40,2025-01-20,In-store,86,3,0,WH3,,1,63,1.34
9649,Little,Grocery,100,"Cabrera, Davenport and Vance",2020-11-16,48.57,136.83,14,48,12,26,2025-01-05,Wholesale,134,5,1,WH2,2023-08-23,23,58,0.09
6381,Learn,Grocery,192,West-Olsen,2023-02-27,13.9,31.34,31,95,14,60,2025-01-20,Online,187,3,3,WH2,2022-10-07,16,60,1.9
9028,Ball,Toys,138,"West, Lawrence and Henderson",2023-07-07,6.69,15.02,329,79,4,69,2025-02-10,In-store,109,1,8,WH2,,30,32,2.03
3863,It,Electronics,185,"Scott, Johnson and Phillips",2022-07-04,42.21,91.04,274,32,7,90,2025-01-24,Online,185,2,3,WH3,,11,15,0.31
7739,Likely,Books,147,Fitzgerald-Flores,2023-02-24,30.25,58.51,156,61,15,38,2025-01-03,Wholesale,153,2,1,WH2,,1,7,2.44
1115,Civil,Home,198,"Campbell, Turner and Williams",2024-11-06,30.23,73.24,226,50,6,11,2025-02-03,Online,175,0,10,WH1,,8,76,3.98
9579,Season,Books,140,Stephens-French,2021-09-24,33.94,94.15,471,69,13,44,2025-01-04,Wholesale,187,4,1,WH1,,23,73,3.6
8575,Partner,Home,144,Collins PLC,2023-01-13,45.48,101.79,9,90,12,71,2025-02-08,Wholesale,66,3,10,WH1,,20,53,0.77
6446,Science,Grocery,111,Mcclain and Sons,2022-11-14,45.53,84.32,447,19,3,7,2025-01-06,In-store,56,3,3,WH1,2024-10-15,3,80,2.16
6493,Happy,Home,108,"Riley, Foster and Morris",2022-01-05,21.75,63.78,93,85,6,17,2025-01-11,Online,71,3,7,WH2,,28,69,2.47
7076,Outside,Toys,151,"Michael, Shelton and Wolfe",2021-12-05,11.01,30.44,281,46,7,67,2025-01-30,Online,118,0,1,WH2,,21,68,0.39
7012,Civil,Electronics,185,Burns Inc,2022-08-03,25.93,62.6,376,97,8,30,2025-02-20,In-store,81,1,3,WH3,,3,31,4.2
1971,Amount,Grocery,157,Bennett-Williams,2023-10-29,16.17,41.51,390,45,4,45,2025-01-25,Wholesale,141,1,8,WH1,2023-05-08,2,35,4.13
9892,Send,Clothing,156,"Taylor, Jones and Rice",2024-06-23,31.43,57.13,372,28,10,60,2025-01-15,In-store,89,5,1,WH3,,23,69,2.64
6629,Stock,Home,178,Martinez-Bennett,2021-02-10,41.78,124.46,296,87,7,22,2025-02-12,Wholesale,168,5,2,WH2,,10,41,4.02
1110,Tonight,Electronics,175,Leon LLC,2024-07-25,7.43,16.5,293,53,3,51,2025-01-04,In-store,110,1,3,WH1,,4,52,1.16
4117,Parent,Grocery,193,Wright PLC,2021-02-20,31.35,78.04,220,33,14,50,2025-01-13,Wholesale,118,2,6,WH3,2022-03-25,9,16,1.16
6647,Seek,Clothing,113,Douglas Group,2022-01-02,42.58,101.17,351,84,12,15,2025-01-31,In-store,95,2,1,WH2,,5,9,4.08
7122,Have,Clothing,147,"Jordan, Stevens and Garcia",2024-10-11,11.15,20.64,86,46,6,18,2025-02-09,Wholesale,174,2,9,WH3,,2,44,3.03
4519,Never,Electronics,124,Hahn-Williams,2022-05-22,8.33,19.53,127,69,15,86,2025-02-12,Online,141,1,3,WH3,,8,2,2.33
2007,Fine,Toys,134,Henry and Sons,2024-08-14,34.08,92.75,237,50,5,57,2025-02-11,Wholesale,65,1,9,WH2,,8,70,3.47
3380,Nice,Toys,133,Palmer Inc,2024-11-15,28.12,44.3,108,48,7,50,2025-01-14,Wholesale,107,1,10,WH1,,16,3,0.67
3130,Area,Grocery,162,"Carr, Ingram and Scott",2021-08-13,44.13,69.45,121,47,13,27,2025-01-28,Wholesale,92,4,9,WH1,2025-01-11,3,65,0.12
8224,He,Toys,112,"Callahan, Nguyen and Brown",2021-12-01,23.2,41.53,250,55,12,45,2025-01-03,In-store,170,1,6,WH1,,3,85,2.09
2257,Whom,Grocery,176,Murillo LLC,2022-03-08,5.81,16.32,225,21,14,81,2025-02-14,In-store,55,0,5,WH1,2020-10-07,11,19,0.41
6268,Property,Electronics,199,Torres Ltd,2021-10-10,26.13,42.24,274,70,15,89,2025-01-21,Online,150,2,0,WH3,,9,31,3.05
8526,Official,Books,197,Mccann Group,2022-10-07,20.4,51.42,249,73,5,3,2025-01-24,In-store,123,1,5,WH1,,23,55,0.09
5245,A,Grocery,132,Smith Group,2023-12-06,28.63,52.87,132,69,6,74,2025-01-03,In-store,114,2,0,WH2,2022-06-22,17,18,4.34
4496,To,Toys,169,Shields Inc,2024-06-01,20.81,44.66,185,76,13,96,2025-01-27,In-store,67,1,10,WH1,,23,59,0.97
6763,Enough,Toys,104,Hart-Rodriguez,2022-01-23,19.92,43.58,151,14,14,38,2025-01-29,In-store,173,5,7,WH1,,16,51,1.77
4872,Yard,Electronics,108,Russell PLC,2024-07-08,41.31,63.28,370,87,13,81,2025-02-07,Online,125,4,1,WH2,,1,39,0.6
8772,Leave,Grocery,114,Ward Inc,2024-03-10,44.3,78.1,2,42,3,13,2025-01-23,Online,79,3,9,WH1,2024-02-16,14,25,4.65
8530,West,Toys,144,Taylor Ltd,2022-04-13,37.43,100.49,214,96,3,12,2025-01-21,Online,125,2,6,WH1,,21,79,4.63
2848,Score,Grocery,139,Romero-Jones,2020-02-17,14.17,35.39,470,51,10,13,2025-02-05,In-store,199,2,10,WH1,2023-03-31,22,54,4.21
3031,Beautiful,Home,191,"Shannon, Gomez and Mason",2020-05-19,12.01,33.51,408,79,7,87,2025-01-24,In-store,70,1,7,WH3,,13,9,3.38
9111,Everyone,Home,113,Smith Ltd,2022-08-11,26.22,49.33,254,35,5,99,2025-02-03,Wholesale,60,2,5,WH2,,15,26,4.46
8385,Building,Grocery,185,Clark-King,2022-09-11,23.55,55.9,49,90,3,17,2025-01-04,Online,166,1,2,WH1,2023-12-14,16,50,2.87
6791,Pattern,Toys,180,Hooper LLC,2021-07-23,47.03,104.1,351,69,10,31,2025-01-30,In-store,123,3,4,WH3,,13,49,4.34
3650,Check,Toys,169,Ford and Sons,2024-01-21,32.42,82.99,39,19,11,34,2025-01-14,Wholesale,160,2,5,WH3,,27,16,1.32
9442,Wall,Electronics,116,"Moreno, Rodriguez and Johnson",2024-07-01,49.9,113.35,230,65,5,80,2025-01-20,Online,96,5,3,WH2,,13,29,1.15
2995,You,Home,174,"Briggs, Berg and Carlson",2022-01-10,45.49,125.46,367,74,11,86,2025-01-13,Wholesale,132,4,6,WH3,,4,70,3.28
6555,Factor,Home,101,Morales PLC,2023-06-30,12.22,32.69,217,45,13,43,2025-01-19,Online,158,5,3,WH3,,4,67,0.31
2612,Pick,Clothing,109,"Fitzgerald, Berry and Mosley",2021-09-15,45.94,84.19,352,51,4,17,2025-01-17,Wholesale,192,4,8,WH3,,29,81,4.64
2170,Trade,Clothing,171,Neal-Holmes,2023-05-15,18.05,49.47,170,66,13,43,2025-01-12,Online,101,2,9,WH1,,16,62,2.32
1310,So,Home,155,"Hoover, Weber and Blevins",2020-06-05,18.56,52.35,140,10,10,29,2025-02-06,Wholesale,190,1,3,WH3,,0,87,3.79
2070,Yourself,Books,172,Smith Inc,2021-02-23,40.7,102.09,484,44,12,56,2025-01-03,In-store,178,4,1,WH1,,2,48,4.75
6473,Trouble,Clothing,174,"Drake, Nguyen and Hernandez",2020-09-14,25.04,50.23,25,90,14,25,2025-01-07,In-store,179,5,3,WH2,,8,88,3.2
8096,Might,Toys,148,Hinton-Wolfe,2023-06-17,13.26,36.38,104,65,13,43,2025-01-04,Online,84,5,7,WH2,,30,52,0.46
5209,Blue,Toys,148,"Morales, Carroll and Schroeder",2020-02-02,26.11,50.35,170,49,3,91,2025-02-04,In-store,188,4,3,WH2,,20,39,4.24
5583,Address,Toys,177,"Parker, Chaney and Hinton",2024-01-19,29.54,57.13,221,21,11,82,2025-01-13,In-store,115,2,0,WH1,,0,33,2.77
1196,Data,Books,104,Ramirez and Sons,2021-11-13,9.31,17.45,478,69,6,34,2025-01-06,Online,123,2,4,WH3,,30,22,2.35
9446,Chance,Books,112,Floyd PLC,2022-11-19,6.04,10.96,484,30,8,31,2025-02-16,Wholesale,176,5,9,WH2,,25,20,3.07
5941,Chance,Clothing,125,Flores Ltd,2022-10-01,26.84,68.99,238,84,12,36,2025-02-15,Wholesale,179,1,8,WH2,,1,74,2.75
9221,Determine,Clothing,183,Drake-Weber,2024-05-05,21.44,42.65,308,69,3,36,2025-01-20,In-store,119,1,9,WH1,,26,70,4.41
2963,Remember,Grocery,128,"Brown, Wilson and Lewis",2023-03-20,28.96,76.33,185,95,7,67,2025-02-21,Online,186,2,3,WH2,2022-05-10,1,39,2.21
3290,Best,Grocery,186,Sullivan-Mathis,2020-01-25,9.88,28.64,188,27,9,45,2025-01-11,Online,74,4,1,WH2,2022-06-26,1,52,4.77
2296,Office,Grocery,117,Cannon and Sons,2022-08-08,20.95,59.4,413,27,14,4,2025-01-03,Wholesale,177,0,7,WH1,2023-01-11,15,69,4.1
5273,Describe,Home,176,"Moyer, Henderson and Mccullough",2020-06-15,30.71,81.44,231,94,14,44,2025-01-15,In-store,62,1,3,WH3,,19,63,4.83
7228,Until,Home,141,Pham-Sanchez,2023-04-09,33.33,96.68,52,78,5,64,2025-01-20,Online,106,5,5,WH2,,30,5,0.84
6502,Direction,Grocery,116,Wise Group,2024-10-13,5.47,11.54,305,16,14,30,2025-01-31,Wholesale,53,0,10,WH2,2022-08-03,8,12,2.65
3869,Effect,Grocery,109,Davis-Martinez,2023-03-16,26.93,70.73,382,12,13,45,2025-01-15,Wholesale,148,1,6,WH3,2023-07-02,18,2,3.31
7630,Throughout,Home,142,Brown Ltd,2024-07-09,18.38,30.61,349,28,13,40,2025-02-20,Wholesale,66,1,3,WH2,,0,1,3.73
3147,Nation,Clothing,173,"Moss, Luna and Hickman",2022-12-03,22.35,39.56,416,37,12,93,2025-01-15,Wholesale,148,5,0,WH1,,27,8,3.83
3399,Partner,Toys,175,Garcia-Rivera,2022-05-17,16.37,41.61,151,54,15,36,2025-02-13,In-store,190,4,7,WH2,,15,45,3.81
6971,Generation,Grocery,163,"Miller, Odom and Scott",2024-01-31,41.45,99.49,65,95,7,80,2025-02-18,In-store,60,0,8,WH2,2024-03-14,21,1,2.08
1934,Season,Books,120,"Wilson, Campbell and Rodriguez",2021-07-24,10.24,16.21,163,91,13,55,2025-01-15,Wholesale,55,5,10,WH2,,24,30,3.83
5519,Sort,Toys,134,Floyd Inc,2022-10-25,45.6,132.46,184,47,13,3,2025-01-18,Online,133,2,4,WH3,,8,26,4.68
5659,Open,Toys,192,Martin Ltd,2022-01-20,10.82,30.09,47,89,11,1,2025-02-18,Wholesale,128,4,3,WH3,,13,90,2.09
5997,Conference,Books,132,Jackson-Holt,2022-03-23,26.0,45.6,437,71,12,7,2025-01-07,Wholesale,162,1,1,WH3,,19,37,4.18
1195,Stand,Electronics,156,"Gonzalez, Webster and Williams",2023-07-20,17.34,42.14,439,19,15,99,2025-01-20,Wholesale,122,2,1,WH3,,8,22,2.62
1469,Study,Electronics,100,Zavala and Sons,2022-05-27,28.74,53.57,497,61,5,7,2025-01-16,In-store,53,1,0,WH1,,13,22,1.95
4437,Couple,Books,137,"Gonzalez, Dennis and Turner",2023-05-12,46.05,129.78,356,50,9,54,2025-01-02,In-store,103,3,1,WH3,,18,63,1.17
1382,Sometimes,Clothing,171,Oconnor-Ortiz,2023-04-26,31.74,73.03,114,83,3,37,2025-01-11,Online,108,3,9,WH2,,0,67,1.54
7951,Air,Home,166,Carter PLC,2023-09-21,28.95,73.85,343,46,9,82,2025-02-04,Wholesale,155,5,5,WH2,,5,22,4.78
8039,Education,Grocery,194,Rivas-Rollins,2024-05-01,49.87,134.91,201,13,10,40,2025-02-02,Wholesale,57,2,10,WH2,2021-01-31,7,66,1.64
4705,Suggest,Toys,141,Acosta and Sons,2020-01-19,19.26,38.13,132,24,12,23,2025-01-09,Online,96,3,4,WH1,,18,54,0.71
6472,Ball,Toys,133,"Jackson, Lewis and Villegas",2021-04-22,24.17,43.98,120,56,11,57,2025-01-15,In-store,150,2,3,WH1,,19,46,4.9
5352,Allow,Grocery,172,Tanner Group,2021-07-05,49.78,123.54,379,70,7,42,2025-01-03,Wholesale,148,1,9,WH2,2021-10-29,12,71,1.34
4711,Build,Grocery,170,Roy-Jenkins,2020-04-26,45.85,132.09,470,74,7,28,2025-01-17,Online,84,0,8,WH3,2021-07-08,15,28,4.54
8564,Choose,Electronics,171,Mcbride LLC,2024-07-22,48.3,134.17,215,68,10,71,2025-01-23,Wholesale,139,3,3,WH2,,26,72,0.0
3702,Reflect,Clothing,170,Howard-Phillips,2024-01-01,8.98,20.28,372,42,13,51,2025-02-01,Online,114,1,10,WH3,,30,13,0.4
5922,Police,Electronics,180,Brooks-Cooper,2022-06-06,18.61,32.85,203,28,13,42,2025-02-03,Wholesale,82,5,4,WH2,,29,28,4.56
1580,Finally,Electronics,140,"Flowers, Shaw and Nguyen",2021-05-05,7.85,18.12,198,27,3,27,2025-01-08,Online,112,4,10,WH3,,21,24,2.98
1193,Win,Books,161,Thornton-Nguyen,2024-05-07,34.16,95.99,483,43,13,22,2025-02-14,Online,83,1,9,WH2,,4,67,1.02
1216,Sister,Home,199,Campbell-Anderson,2021-01-20,38.41,99.35,268,54,15,37,2025-01-08,Wholesale,117,0,10,WH1,,30,44,1.43
7703,Probably,Books,118,Peck-Drake,2023-04-15,26.85,74.18,384,32,5,18,2025-01-21,Online,132,4,9,WH2,,10,44,3.71
4979,Second,Books,177,Jimenez-Pearson,2024-06-23,39.88,68.58,123,52,9,58,2025-01-23,Online,158,0,5,WH2,,19,43,4.97
1565,Section,Home,109,"Reyes, Jackson and Donaldson",2024-07-31,19.82,31.33,223,48,9,59,2025-02-21,Wholesale,156,3,5,WH2,,21,46,3.1
5406,Carry,Grocery,200,Cook-Bowman,2021-01-03,35.84,56.43,478,86,12,2,2025-02-04,Wholesale,102,4,0,WH3,2024-07-01,23,52,4.7
4325,Attack,Electronics,116,Dalton-Taylor,2021-11-24,25.06,38.82,16,21,4,55,2025-01-02,In-store,91,4,7,WH1,,15,37,0.71
5505,Similar,Grocery,135,Morse-Boone,2021-03-27,22.49,67.14,75,52,3,17,2025-01-19,Online,160,0,9,WH1,2025-01-06,19,41,2.48
2044,Spend,Books,111,Ray-Cox,2024-09-01,20.6,51.34,474,31,10,42,2025-02-12,Wholesale,53,4,3,WH1,,17,10,4.39
5137,Let,Toys,103,Avila PLC,2022-03-28,20.17,38.8,184,17,5,75,2025-02-02,Online,94,3,10,WH2,,6,12,1.67
6265,Wear,Grocery,189,Reynolds Group,2024-09-07,25.8,57.2,318,46,8,16,2025-02-21,In-store,97,1,7,WH2,2021-09-11,19,21,4.0
9991,Reduce,Home,137,Miller and Sons,2022-08-10,25.61,50.81,393,17,9,19,2025-01-20,In-store,82,1,8,WH3,,29,86,3.38
1354,Network,Books,196,Heath-Marsh,2023-08-31,36.05,60.51,454,23,5,16,2025-01-15,In-store,164,5,2,WH2,,26,54,1.29
2678,Trade,Books,190,Mcintosh Ltd,2024-12-01,14.1,28.24,315,76,3,38,2025-01-22,Online,123,1,5,WH2,,24,42,3.93
5866,Green,Grocery,126,Reynolds-Garcia,2022-03-09,23.86,60.29,427,12,13,46,2025-01-21,Wholesale,148,5,3,WH3,2022-01-01,14,69,4.42
4976,Them,Toys,104,"Warner, Orr and Wagner",2023-01-22,44.3,83.52,316,56,7,53,2025-02-20,Online,150,4,7,WH1,,2,85,1.43
2986,Beat,Grocery,108,Thompson Group,2023-06-05,49.78,146.37,452,89,5,18,2025-01-27,Wholesale,138,0,10,WH3,2021-09-12,22,26,3.51
9896,Else,Electronics,126,"Huang, Brown and Flowers",2020-11-16,36.46,93.81,139,75,11,99,2025-01-17,Online,160,0,4,WH3,,1,60,1.17
4468,Successful,Electronics,153,"Moore, Jackson and Mckay",2024-02-25,7.89,16.46,280,21,11,6,2025-02-14,Wholesale,144,5,1,WH1,,4,86,4.0
1938,Back,Toys,190,"Bailey, Ross and Smith",2020-05-21,25.12,42.83,75,25,3,22,2025-01-15,Wholesale,173,4,2,WH1,,14,75,0.83
3915,Data,Electronics,130,Logan LLC,2023-07-09,11.41,30.62,355,23,5,62,2025-01-23,Wholesale,120,5,4,WH1,,27,88,2.34
5912,Ago,Grocery,121,Brown-Rice,2022-10-29,42.04,112.37,347,53,5,8,2025-01-05,Online,167,3,9,WH1,2024-03-05,16,17,3.89
4184,Central,Books,172,Ellis-Nunez,2021-10-12,31.25,58.63,221,34,14,4,2025-01-11,Wholesale,135,5,8,WH1,,7,53,4.47
3484,This,Books,169,Schmidt-Sanchez,2022-12-31,27.95,73.38,45,55,4,18,2025-01-30,In-store,153,5,9,WH3,,29,72,1.08
9330,Land,Toys,114,Conway-Wilson,2023-02-05,31.23,67.37,354,91,13,100,2025-02-02,Wholesale,140,3,2,WH3,,23,73,1.56
6357,Black,Toys,194,Mcdaniel and Sons,2024-11-01,45.23,121.52,241,98,9,99,2025-01-17,Online,105,3,3,WH3,,19,54,0.31
7072,Floor,Books,141,Christensen Ltd,2022-05-25,34.22,82.31,128,38,8,76,2025-02-06,Wholesale,74,3,2,WH2,,27,24,2.77
8037,Remember,Grocery,168,"Huffman, Koch and Adams",2022-03-11,33.35,94.39,28,72,9,85,2025-01-13,Online,162,4,6,WH1,2020-03-27,19,47,1.19
2978,Finish,Toys,132,Sandoval-Harris,2024-08-08,6.47,11.95,170,64,3,1,2025-02-09,In-store,93,3,10,WH3,,1,30,4.93
1271,Yard,Books,115,Ramos Group,2020-04-03,39.34,117.07,50,79,14,43,2025-01-30,Online,186,2,9,WH2,,18,53,3.71
1206,Level,Toys,126,"Santos, Alvarez and Sutton",2023-11-11,16.33,27.92,106,99,10,13,2025-02-19,Online,124,5,0,WH1,,11,24,3.02
1737,Care,Home,119,Diaz-Flores,2023-04-06,23.73,67.86,145,16,4,81,2025-01-04,Wholesale,74,2,2,WH3,,30,37,2.86
4273,Individual,Toys,180,Morris-Salas,2024-08-17,5.44,8.49,237,29,8,37,2025-01-14,Wholesale,195,4,6,WH3,,29,67,0.93
5597,Along,Clothing,111,Howard-Myers,2022-11-27,12.82,31.53,444,58,15,70,2025-02-10,In-store,167,5,0,WH3,,25,12,3.26
8616,Consider,Home,192,Gonzalez and Sons,2023-06-14,21.86,46.99,357,37,6,77,2025-01-28,Wholesale,188,0,8,WH3,,8,15,4.92
8046,Song,Grocery,129,Shelton-Wilson,2021-01-21,49.32,101.35,479,32,6,72,2025-01-19,In-store,153,4,6,WH1,2022-06-28,5,39,4.76
3070,Including,Home,115,Valentine-Bryant,2022-12-07,12.23,26.99,455,89,14,42,2025-01-28,In-store,168,0,4,WH3,,25,62,0.48
8536,Simply,Grocery,170,"Baird, Gonzalez and Mckay",2022-11-29,33.95,100.85,74,76,10,87,2025-01-29,Online,138,4,6,WH3,2023-10-29,21,54,2.07
5937,Animal,Electronics,175,"Harrell, Nelson and Hernandez",2020-01-26,48.35,140.54,407,50,12,51,2025-01-16,Online,118,3,1,WH3,,23,81,1.73
6127,Exist,Toys,121,"Yang, Avila and Hill",2023-06-21,20.26,52.53,201,71,13,49,2025-01-30,Wholesale,172,3,6,WH3,,8,38,2.87
5093,Bank,Clothing,141,Sloan PLC,2022-08-10,18.03,36.72,368,35,3,25,2025-01-17,Wholesale,130,0,2,WH1,,6,10,2.79
8351,Bar,Toys,189,Mitchell Inc,2023-07-27,20.05,34.0,217,69,14,97,2025-01-14,In-store,180,5,6,WH1,,2,24,4.2
